iso3,year,u5mr
WLD,2005,62.3
WLD,2006,59.6
WLD,2007,57
WLD,2008,54.7
WLD,2009,52.9
WLD,2010,50.6
WLD,2011,49.5
WLD,2012,46.7
WLD,2013,45.1
WLD,2014,43.9
WLD,2015,42.9
WLD,2016,41.7
WLD,2017,40.9
WLD,2018,40
WLD,2019,39.6
WLD,2020,39.2
WLD,2021,39.6
WLD,2022,40
WLD,2023,38.3
WLD,2024,37.4
WSM,2000,21
WSM,2001,20.3
WSM,2002,19.8
WSM,2003,19.4
WSM,2004,19.1
WSM,2005,19
WSM,2006,19
WSM,2007,19
WSM,2008,19
WSM,2009,25.3
WSM,2010,19.1
WSM,2011,19
WSM,2012,18.8
WSM,2013,18.7
WSM,2014,18.5
WSM,2015,18.3
WSM,2016,18.1
WSM,2017,17.8
WSM,2018,17.5
WSM,2019,20
WSM,2020,16.7
WSM,2021,16.2
WSM,2022,15.8
WSM,2023,15.3
WSM,2024,14.9
XKX,2000,48.4
XKX,2001,44.2
XKX,2002,40.3
XKX,2003,36.7
XKX,2004,33.5
XKX,2005,30.6
XKX,2006,28
XKX,2007,25.7
XKX,2008,23.6
XKX,2009,21.7
XKX,2010,20.1
XKX,2011,18.7
XKX,2012,17.4
XKX,2013,16.3
XKX,2014,15.2
XKX,2015,14.3
XKX,2016,13.4
XKX,2017,12.6
XKX,2018,11.9
XKX,2019,11.2
XKX,2020,10.5
XKX,2021,10
XKX,2022,9.5
XKX,2023,9.1
XKX,2024,8.7
YEM,2000,92.9
YEM,2001,88.2
YEM,2002,83.5
YEM,2003,79
YEM,2004,74.7
YEM,2005,70.6
YEM,2006,66.9
YEM,2007,63.4
YEM,2008,60.2
YEM,2009,57.5
YEM,2010,55
YEM,2011,53.1
YEM,2012,51.6
YEM,2013,49.6
YEM,2014,48.7
YEM,2015,49.3
YEM,2016,47.9
YEM,2017,47.5
YEM,2018,47.3
YEM,2019,46.1
YEM,2020,43.4
YEM,2021,42.6
YEM,2022,41.1
YEM,2023,39.5
YEM,2024,38.1
ZAF,2000,71.4
ZAF,2001,74.5
ZAF,2002,77
ZAF,2003,79.2
ZAF,2004,80.7
ZAF,2005,79.8
ZAF,2006,76.9
ZAF,2007,71.2
ZAF,2008,63.7
ZAF,2009,56.9
ZAF,2010,50.3
ZAF,2011,45.6
ZAF,2012,43.1
ZAF,2013,41.4
ZAF,2014,39.7
ZAF,2015,38.2
ZAF,2016,36.8
ZAF,2017,35.7
ZAF,2018,34.9
ZAF,2019,34.3
ZAF,2020,33.9
ZAF,2021,34
ZAF,2022,34.3
ZAF,2023,34.8
ZAF,2024,35.1
ZMB,2000,151.8
ZMB,2001,143.2
ZMB,2002,132.9
ZMB,2003,122.1
ZMB,2004,111.7
ZMB,2005,102.7
ZMB,2006,94.8
ZMB,2007,89.1
ZMB,2008,84.2
ZMB,2009,78.4
ZMB,2010,74.3
ZMB,2011,71.8
ZMB,2012,69.2
ZMB,2013,66
ZMB,2014,62.6
ZMB,2015,60.2
ZMB,2016,57.1
ZMB,2017,55.2
ZMB,2018,54.7
ZMB,2019,53.5
ZMB,2020,52.5
ZMB,2021,50.4
ZMB,2022,49.5
ZMB,2023,49.1
ZMB,2024,48.4
ZWE,2000,99.4
ZWE,2001,96.3
ZWE,2002,93.8
ZWE,2003,91.9
ZWE,2004,91.2
ZWE,2005,91.6
ZWE,2006,87.6
ZWE,2007,90.6
ZWE,2008,91.1
ZWE,2009,89.8
ZWE,2010,85.2
ZWE,2011,77.2
ZWE,2012,68
ZWE,2013,62.6
ZWE,2014,59.8
ZWE,2015,59.2
ZWE,2016,57.5
ZWE,2017,56.7
ZWE,2018,56.3
ZWE,2019,58.6
ZWE,2020,61.7
ZWE,2021,62.4
ZWE,2022,64
ZWE,2023,64.2
ZWE,2024,64.7
